Progress,Finished,Q0,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9_1,Q9_2,Q9_3,Q9_4,Q9_5,Q9_6,Q9_7,Q9_8,Q9_9,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q21,Q22,Q23
12,False,I agree,Yes,Bangladesh University of Engineering & Technology (BUET),,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,True,I agree,Yes,"International Islamic University, Chittagong",Male,"Bachelors, B.Sc., BS",2018,Less than 2 years,Business Analyst,Strongly agree - no change is needed,,,Strongly disagree,Strongly agree,,,,,,,,Strongly disagree,,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,A lot,Very helpful,Strongly agree,A lot,Somewhat disagree,Somewhat disagree
4,False,I agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,True,I agree,Yes,University of Dhaka (DU),Male,"Bachelors, B.Sc., BS",2010,5 to 10 years,Software Developer/Engineer,Agree - minor changes are needed,Neither agree nor disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Strongly disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Solved a few,Strongly agree,Easy to work with,Somewhat agree,Strongly agree,Strongly agree,A great deal,Slightly helpful,Strongly agree,A moderate amount,Strongly agree,Somewhat agree
100,True,I agree,Yes,Bangladesh University of Engineering & Technology (BUET),Male,"Bachelors, B.Sc., BS",2009,More than 10 years,Software Developer/Engineer,Disagree - major changes are needed,Strongly disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Strongly disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Solved a few,Somewhat agree,Other (I want to share my opinion),Strongly agree,Strongly agree,Somewhat agree,A great deal,Not helpful at all,Somewhat agree,Other (I want to share my opinion),Other (I want to share my opinion),Other (I want to share my opinion)
31,False,I agree,Yes,Mawlana Bhashani Science and Technology University,Male,"Bachelors, B.Sc., BS",Please select ...,5 to 10 years,Software Developer/Engineer,,,,,,,,,,,,,,,,,,,,,,,
100,True,I agree,Yes,Canadian University of Bangladesh,Male,"Bachelors, B.Sc., BS",2010,Please select ...,Software Developer/Engineer,Disagree - major changes are needed,Strongly disagree,Strongly disagree,Somewhat agree,Somewhat agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Other (I want to share my opinion),Solved a few,Strongly agree,Great team players,Strongly agree,Strongly agree,Strongly agree,A great deal,Slightly helpful,Neither agree nor disagree,A little,Strongly disagree,Strongly agree
100,True,I agree,Yes,Bangladesh University of Engineering & Technology (BUET),Male,"Bachelors, B.Sc., BS",2015,2 to 5 years,Software Developer/Engineer,Disagree - major changes are needed,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat agree,Strongly disagree,Somewhat agree,Solved a few,Somewhat agree,Easy to work with,Strongly disagree,Strongly agree,Strongly agree,A lot,Not helpful at all,Strongly disagree,A little,Neither agree nor disagree,Strongly disagree
4,False,I agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,True,I agree,No - I've never worked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,False,I agree,Other,"Other, not listed",Male,Other (please specify),Please select ...,Please select ...,,,,,,,,,,,,,Did not participate or solve,,,,,,,,,,,
100,True,I agree,No - I've never worked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,True,I agree,No - I've never worked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,True,I agree,Yes,East West University,Female,"Masters, M.Sc., MS",2013,2 to 5 years,QA / Test Engineer / Test Automation Engineer,,Somewhat agree,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Solved a few,Strongly agree,Great team players,Somewhat agree,Neither agree nor disagree,Strongly agree,A lot,Very helpful,Somewhat agree,None at all,Strongly agree,Somewhat disagree
4,False,I agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,True,I agree,No - I've never worked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,True,I agree,Yes,Shahjalal University of Science and Technology,Male,"Bachelors, B.Sc., BS",2014,5 to 10 years,DevOps,Agree - minor changes are needed,Somewhat agree,Neither agree nor disagree,Somewhat agree,,Strongly disagree,,Strongly disagree,,,,Did not participate or solve,Neither agree nor disagree,Hard to work with,Strongly agree,Strongly agree,Somewhat agree,A moderate amount,Moderately helpful,Strongly agree,A little,Strongly agree,Strongly agree
100,True,I agree,Yes,Bangladesh University of Engineering & Technology (BUET),Male,"Bachelors, B.Sc., BS",2018,Less than 2 years,Software Developer/Engineer,Disagree - major changes are needed,Somewhat agree,Strongly agree,Strongly disagree,Strongly agree,Somewhat agree,Strongly disagree,Strongly disagree,Strongly agree,Somewhat disagree,Somewhat agree,A lot,Neither agree nor disagree,Hard to work with,Somewhat agree,Strongly agree,Strongly agree,A great deal,Slightly helpful,Somewhat disagree,A little,Strongly agree,Strongly disagree
100,True,I agree,Yes,Shahjalal University of Science and Technology,I prefer not to share,"Bachelors, B.Sc., BS",2011,5 to 10 years,Software Developer/Engineer,Agree - minor changes are needed,Strongly disagree,Somewhat disagree,Strongly disagree,Neither agree nor disagree,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat agree,Neither agree nor disagree,Other (I want to share my opinion),Solved a few,Somewhat agree,Hard to work with,Somewhat agree,Strongly agree,Strongly agree,A moderate amount,Moderately helpful,Strongly disagree,A moderate amount,Somewhat agree,Strongly agree
100,True,I agree,Yes,Shahjalal University of Science and Technology,Male,"Bachelors, B.Sc., BS",2017,2 to 5 years,Software Developer/Engineer,Disagree - major changes are needed,Neither agree nor disagree,Somewhat disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Solved a few,Somewhat agree,Easy to work with,Strongly agree,Strongly agree,Strongly agree,A lot,Not helpful at all,Strongly agree,A little,Strongly agree,Somewhat agree
100,True,I agree,Yes,Shahjalal University of Science and Technology,Male,"Bachelors, B.Sc., BS",2015,2 to 5 years,Project Manager,Disagree - major changes are needed,Strongly agree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Solved a few,Strongly agree,Other (I want to share my opinion),Strongly agree,Strongly agree,Strongly agree,A lot,Extremely helpful,Neither agree nor disagree,A moderate amount,Strongly disagree,Strongly agree
100,True,I agree,Yes,Shahjalal University of Science and Technology,Male,"Bachelors, B.Sc., BS",2009,5 to 10 years,Software Developer/Engineer,Disagree - major changes are needed,Strongly disagree,Somewhat disagree,Strongly disagree,Somewhat disagree,Somewhat disagree,Strongly disagree,Strongly disagree,Strongly agree,Somewhat agree,Neither agree nor disagree,A lot,Strongly agree,Easy to work with,Somewhat agree,Somewhat agree,Somewhat agree,A moderate amount,Moderately helpful,Strongly disagree,A little,Neither agree nor disagree,Somewhat agree
31,False,I agree,Yes,Rajshahi University of Engineering & Technology,Male,"Masters, M.Sc., MS",2007,More than 10 years,Software Developer/Engineer,,,,,,,,,,,,,,,,,,,,,,,
100,True,I agree,Yes,University of Dhaka (DU),Male,"Bachelors, B.Sc., BS",2016,2 to 5 years,Other (please specify),Disagree - major changes are needed,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,A lot,Somewhat agree,Easy to work with,Somewhat agree,Strongly agree,Strongly agree,A little,Moderately helpful,Strongly disagree,A little,Somewhat disagree,Somewhat agree
100,True,I agree,No - I've never worked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,True,I agree,Yes,State University of Bangladesh,Male,"Masters, M.Sc., MS",2011,5 to 10 years,Other (please specify),Disagree - major changes are needed,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Did not participate or solve,Strongly agree,Easy to work with,Somewhat agree,Strongly agree,Somewhat agree,A lot,Moderately helpful,Strongly agree,A little,Neither agree nor disagree,Neither agree nor disagree
100,True,I agree,Yes,State University of Bangladesh,Female,"Bachelors, B.Sc., BS",2010,5 to 10 years,Other (please specify),Disagree - major changes are needed,Somewhat disagree,,Strongly agree,,,,,,,Strongly agree,Did not participate or solve,Strongly agree,Great team players,Strongly agree,Strongly agree,Strongly agree,A lot,Not helpful at all,Somewhat agree,A little,Strongly disagree,Strongly agree
100,True,I agree,Yes,State University of Bangladesh,Male,"Bachelors, B.Sc., BS",2010,5 to 10 years,Other (please specify),Agree - minor changes are needed,Somewhat disagree,Strongly disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Strongly agree,Solved a few,Strongly agree,Easy to work with,Neither agree nor disagree,Somewhat agree,Strongly agree,A lot,Moderately helpful,Neither agree nor disagree,A little,Somewhat agree,Somewhat agree
100,True,I agree,Yes,Shahjalal University of Science and Technology,Male,"Bachelors, B.Sc., BS",2013,5 to 10 years,Software Developer/Engineer,Agree - minor changes are needed,Strongly disagree,Strongly disagree,Somewhat disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Solved a few,Somewhat agree,Easy to work with,Somewhat agree,Strongly agree,Strongly agree,A lot,Slightly helpful,Strongly agree,A little,Strongly agree,Somewhat agree
100,True,I agree,Other,State University of Bangladesh,Male,"Bachelors, B.Sc., BS",2010,5 to 10 years,Software Developer/Engineer,Agree - minor changes are needed,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Strongly disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,A lot,Somewhat agree,Easy to work with,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,A little,Not helpful at all,Somewhat disagree,A little,Neither agree nor disagree,Somewhat agree
69,False,I agree,Yes,Ahsanullah University of Science and Technology,,,Please select ...,Please select ...,,,,,,,,,,,,,,,,,,,,,,,,
100,True,I agree,Yes,State University of Bangladesh,Male,"Masters, M.Sc., MS",2010,More than 10 years,Project Manager,Disagree - major changes are needed,Somewhat agree,Neither agree nor disagree,Strongly agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Somewhat agree,A lot,Strongly agree,Easy to work with,Somewhat agree,Strongly agree,Strongly agree,None at all,Slightly helpful,Strongly disagree,A moderate amount,Somewhat disagree,Strongly agree
100,True,I agree,Yes,Rajshahi Science & Technology University,Male,"Bachelors, B.Sc., BS",2013,5 to 10 years,Software Architect,Disagree - major changes are needed,Strongly disagree,Somewhat disagree,Strongly disagree,Somewhat disagree,Strongly disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Strongly disagree,Strongly agree,Solved a few,Somewhat agree,Easy to work with,Strongly agree,Strongly agree,Somewhat agree,A lot,Slightly helpful,Somewhat disagree,None at all,Strongly agree,Neither agree nor disagree
31,False,I agree,Yes,University of Dhaka (DU),Male,Other (please specify),2016,2 to 5 years,Other (please specify),,,,,,,,,,,,,,,,,,,,,,,
4,False,I agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,False,I agree,Yes,American International University-Bangladesh,Male,"Masters, M.Sc., MS",2018,Less than 2 years,System Analyst,,,,,,,,,,,,,,,,,,,,,,,
4,False,I agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,False,I agree,Yes,"Islamic University, Bangladesh",Male,"Bachelors, B.Sc., BS",2010,5 to 10 years,Software Developer/Engineer,Agree - minor changes are needed,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Solved a few,Somewhat agree,Easy to work with,Somewhat agree,Somewhat disagree,Neither agree nor disagree,,,,,,
69,False,I agree,Yes,University of Dhaka (DU),Male,Other (please specify),2018,Less than 2 years,Software Developer/Engineer,Agree - minor changes are needed,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Did not participate or solve,Strongly agree,Great team players,Somewhat agree,Somewhat agree,Strongly agree,,,,,,
31,False,I agree,Yes,University of Dhaka (DU),Female,"Bachelors, B.Sc., BS",2019,Less than 2 years,Software Developer/Engineer,,,,,,,,,,,,,,,,,,,,,,,
4,False,I agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,False,I agree,Yes,Bangladesh University of Engineering & Technology (BUET),Male,"Bachelors, B.Sc., BS",Before 2000,More than 10 years,Other (please specify),,,,,,,,,,,,,,,,,,,,,,,
12,False,I agree,Yes,Metropolitan University,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,False,I agree,Yes,Bangladesh University of Engineering & Technology (BUET),,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,False,I agree,Yes,Bangladesh University of Engineering & Technology (BUET),Male,"Masters, M.Sc., MS",2008,Less than 2 years,Business Analyst,,,,,,,,,,,,,,,,,,,,,,,
31,False,I agree,Yes,Bangladesh University of Engineering & Technology (BUET),Male,"Bachelors, B.Sc., BS",2009,More than 10 years,Software Developer/Engineer,,,,,,,,,,,,,,,,,,,,,,,
31,False,I agree,Yes,National University,Female,"Masters, M.Sc., MS",2015,2 to 5 years,Software Developer/Engineer,,,,,,,,,,,,,,,,,,,,,,,
4,False,I agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,False,I agree,Yes,Hamdard University Bangladesh,Female,"Masters, M.Sc., MS",2003,Please select ...,,,,,,,,,,,,,,,,,,,,,,,,
31,False,I agree,Yes,Bangladesh University of Engineering & Technology (BUET),Male,"Bachelors, B.Sc., BS",2019,Please select ...,Software Developer/Engineer,,,,,,,,,,,,,,,,,,,,,,,
8,False,I agree,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,False,I agree,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,False,I agree,Yes,Asian University of Bangladesh,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,False,I agree,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,False,I agree,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,False,I agree,Yes,Bangladesh University of Engineering & Technology (BUET),Male,"Bachelors, B.Sc., BS",2009,More than 10 years,Project Manager,,,,,,,,,,,,,,,,,,,,,,,
31,False,I agree,Yes,Hajee Mohammad Danesh Science & Technology University,Male,"Bachelors, B.Sc., BS",2018,Less than 2 years,Software Developer/Engineer,,,,,,,,,,,,,,,,,,,,,,,
4,False,I agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,True,I agree,Yes,State University of Bangladesh,Male,"Bachelors, B.Sc., BS",2010,Please select ...,QA / Test Engineer / Test Automation Engineer,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,A lot,Strongly agree,Great team players,Strongly agree,Strongly agree,Strongly agree,None at all,Slightly helpful,Strongly agree,None at all,Strongly agree,Strongly agree
31,False,I agree,Yes,Bangladesh University of Engineering & Technology (BUET),Male,"Bachelors, B.Sc., BS",2012,5 to 10 years,Other (please specify),,,,,,,,,,,,,,,,,,,,,,,
8,False,I agree,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,True,I agree,Yes,State University of Bangladesh,Male,"Masters, M.Sc., MS",2010,More than 10 years,System Analyst,Agree - minor changes are needed,Somewhat agree,Neither agree nor disagree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Did not participate or solve,Strongly agree,Great team players,Strongly agree,Strongly agree,Strongly agree,A moderate amount,Slightly helpful,Strongly agree,A moderate amount,Strongly agree,Somewhat disagree
31,False,I agree,Yes,Bangladesh University of Engineering & Technology (BUET),Male,"Masters, M.Sc., MS",2011,2 to 5 years,Software Developer/Engineer,,,,,,,,,,,,,,,,,,,,,,,
8,False,I agree,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,False,I agree,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,False,I agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,False,I agree,Yes,University of Dhaka (DU),Male,"Bachelors, B.Sc., BS",2012,5 to 10 years,Project Manager,,,,,,,,,,,,,,,,,,,,,,,
31,False,I agree,Yes,International University of Business Agriculture and Technology,Male,"Bachelors, B.Sc., BS",Please select ...,Please select ...,,,,,,,,,,,,,,,,,,,,,,,,
69,False,I agree,Yes,Bangladesh University of Engineering & Technology (BUET),Male,"Bachelors, B.Sc., BS",2017,2 to 5 years,Software Developer/Engineer,Agree - minor changes are needed,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Neither agree nor disagree,Somewhat disagree,Strongly disagree,Neither agree nor disagree,Strongly agree,Somewhat agree,A lot,Strongly agree,Easy to work with,Somewhat agree,Somewhat agree,Strongly agree,,,,,,
69,False,I agree,Yes,Bangladesh University of Engineering & Technology (BUET),Male,"Masters, M.Sc., MS",2007,5 to 10 years,Project Manager,Disagree - major changes are needed,,,,,,,,,,Strongly agree,Solved a few,Strongly agree,Easy to work with,Somewhat agree,Strongly agree,Strongly agree,,,,,,
100,True,I agree,Yes,University of Dhaka (DU),Male,"Masters, M.Sc., MS",2001,More than 10 years,Software Developer/Engineer,Strongly disagree - should be totally changed,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Did not participate or solve,Strongly agree,Great team players,Neither agree nor disagree,Somewhat agree,Strongly agree,A great deal,Not helpful at all,Strongly agree,None at all,Neither agree nor disagree,Somewhat agree
31,False,I agree,Yes,Bangladesh University of Engineering & Technology (BUET),I prefer not to share,"Bachelors, B.Sc., BS",2014,5 to 10 years,Software Developer/Engineer,,,,,,,,,,,,,,,,,,,,,,,
100,True,I agree,Yes,Shahjalal University of Science and Technology,Male,"Bachelors, B.Sc., BS",2010,5 to 10 years,Software Developer/Engineer,Disagree - major changes are needed,Strongly disagree,Strongly disagree,Somewhat agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Somewhat agree,Strongly agree,Solved a few,Other (I want to share my opinion),Easy to work with,Strongly agree,Other (I want to share my opinion),Strongly agree,A lot,Slightly helpful,Somewhat agree,A little,Neither agree nor disagree,Strongly disagree
69,False,I agree,Yes,Bangladesh University of Engineering & Technology (BUET),Male,"Bachelors, B.Sc., BS",2013,5 to 10 years,Project Manager,Disagree - major changes are needed,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Did not participate or solve,Strongly agree,Easy to work with,Strongly agree,Somewhat agree,Strongly agree,,,,,,
31,False,I agree,Yes,Bangladesh University of Engineering & Technology (BUET),Male,"Bachelors, B.Sc., BS",2019,Less than 2 years,Software Developer/Engineer,,,,,,,,,,,,,,,,,,,,,,,
100,True,I agree,No - I've never worked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,False,I agree,Yes,Bangladesh University of Engineering & Technology (BUET),,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,False,I agree,Yes,Bangladesh University of Engineering & Technology (BUET),Male,"Bachelors, B.Sc., BS",2019,Less than 2 years,Software Developer/Engineer,Strongly agree - no change is needed,Somewhat disagree,Somewhat agree,Somewhat agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Solved a few,Neither agree nor disagree,I did not have such teammates,Neither agree nor disagree,Strongly agree,Somewhat disagree,,,,,,
4,False,I agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,False,I agree,Yes,Bangladesh University of Engineering & Technology (BUET),Male,"Masters, M.Sc., MS",2016,Less than 2 years,Other (please specify),,,,,,,,,,,,,,,,,,,,,,,
31,False,I agree,Yes,Shahjalal University of Science and Technology,Male,"Bachelors, B.Sc., BS",2008,5 to 10 years,Software Developer/Engineer,,,,,,,,,,,,,,,,,,,,,,,
31,False,I agree,Yes,Shahjalal University of Science and Technology,Male,"Bachelors, B.Sc., BS",2006,More than 10 years,Software Architect,,,,,,,,,,,,,,,,,,,,,,,
8,False,I agree,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
